Player,Class,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
Sharife Cooper,FR,G,12,12,397,9.9,25.2,.391,1.8,7.8,,8.1,17.4,.465,.427,11.7,14.1,.825,1.1,5.9,7.0,13.3,1.6,0.4,6.9,4.4,33.2,110.6,106.6,
Cedric Coward,SO,F,34,2,735,7.5,11.0,.683,1.0,2.6,,6.5,8.4,.774,.730,3.6,4.9,.742,4.2,10.7,14.9,4.8,2.1,1.7,2.5,5.4,19.7,141.4,100.6,
Cedric Coward,JR,F,32,32,977,10.6,18.7,.565,2.9,7.7,,7.6,11.0,.691,.644,4.4,5.0,.895,2.8,9.6,12.4,3.1,1.8,1.7,4.1,3.7,28.5,120.7,104.8,
Cedric Coward,SR,F,6,6,198,9.6,17.2,.557,3.4,8.5,,6.2,8.7,.710,.656,7.3,8.7,.839,3.1,8.7,11.8,6.2,1.4,2.8,3.7,4.5,29.9,135.2,108.9,
Isaiah Crawford,FR,F,16,10,344,7.8,16.2,.484,1.7,5.3,,6.1,10.9,.563,.537,5.3,8.7,.608,2.6,9.0,11.6,4.1,3.7,0.3,3.2,4.6,22.7,112.4,89.0,
Isaiah Crawford,SO,F,32,21,834,9.4,19.3,.489,2.7,7.1,,6.7,12.2,.553,.560,3.9,6.0,.659,2.9,8.1,11.0,3.9,2.1,1.6,3.7,4.6,25.5,111.1,92.4,
Isaiah Crawford,SO,F,3,3,65,12.3,23.7,.519,0.9,4.4,,11.4,19.3,.591,.537,4.4,6.2,.714,5.3,7.0,12.3,4.4,3.5,0.9,6.2,5.3,29.9,103.3,94.6,
Isaiah Crawford,JR,F,32,32,952,10.1,20.3,.495,2.1,5.0,,7.9,15.3,.520,.547,5.0,6.8,.727,2.7,7.8,10.4,5.3,3.8,1.3,5.2,5.3,27.2,109.7,98.0,
Isaiah Crawford,SR,F,32,32,1053,10.2,21.1,.485,2.3,5.6,,7.9,15.5,.511,.540,6.6,9.1,.728,3.4,7.8,11.1,4.3,3.8,3.1,4.6,4.2,29.4,114.6,91.0,
Cade Cunningham,FR,G,27,26,956,10.0,22.9,.438,3.6,8.9,,6.5,14.0,.461,.515,7.6,8.9,.846,1.1,8.5,9.6,5.4,2.5,1.2,6.2,3.8,31.2,106.4,97.0,"AA-1,AP-AA-1,NABC-AA-1,SN-AA-1,USBWA-AA-1,W-AA-1"
N'Faly Dante,FR,C,12,0,163,11.9,18.9,.627,0.0,0.0,,11.9,18.9,.627,.627,2.2,5.6,.400,4.5,7.8,12.3,2.6,4.1,2.6,4.1,11.1,26.0,110.8,93.4,
N'Faly Dante,SO,C,6,6,106,12.0,18.3,.656,0.0,0.0,,12.0,18.3,.656,.656,4.0,9.2,.438,6.9,13.2,20.1,0.6,5.2,4.0,3.4,6.9,28.1,116.7,87.3,
N'Faly Dante,JR,C,32,27,641,10.0,14.9,.675,0.0,0.0,,10.0,14.9,.675,.675,3.7,6.2,.588,6.5,12.0,18.5,2.0,2.0,3.0,4.5,5.3,23.7,117.7,96.4,
N'Faly Dante,SR,C,31,30,813,12.7,20.7,.614,0.0,0.0,,12.7,20.7,.614,.614,5.2,8.5,.617,6.9,12.3,19.2,2.4,2.4,3.2,4.7,5.0,30.7,116.1,93.8,
N'Faly Dante,SR,C,22,21,692,12.9,18.6,.695,0.0,0.0,,12.9,18.6,.695,.695,5.8,9.4,.613,5.2,11.9,17.1,3.0,3.2,3.5,4.4,4.0,31.6,123.8,97.9,
JD Davison,FR,G,33,5,852,6.3,13.7,.463,1.6,5.3,,4.7,8.4,.565,.521,3.8,5.2,.728,2.3,7.8,10.1,9.2,2.1,0.8,6.1,2.6,18.1,104.5,105.4,
RayJ Dennis,FR,G,32,15,557,4.3,12.0,.359,2.1,7.9,,2.3,4.1,.550,.444,2.9,3.6,.800,0.4,5.3,5.7,5.9,1.3,0.2,3.1,3.7,13.5,100.0,101.1,
RayJ Dennis,SO,G,28,25,761,6.9,15.6,.442,1.7,5.9,,5.2,9.7,.535,.498,2.5,3.6,.688,0.4,5.8,6.2,6.0,2.5,0.4,3.0,4.3,18.0,104.8,96.1,
RayJ Dennis,JR,G,34,34,1147,8.6,17.1,.503,1.3,4.2,,7.2,12.9,.562,.542,2.9,4.0,.716,1.8,7.7,9.5,6.8,1.4,0.1,3.7,3.4,21.4,111.9,100.6,
RayJ Dennis,SR,G,35,35,1184,12.6,26.1,.484,2.5,6.9,,10.1,19.2,.527,.533,4.8,6.2,.769,1.3,5.9,7.3,9.6,2.5,0.3,3.2,3.2,32.6,122.0,110.3,
RayJ Dennis,SR,G,35,35,1199,9.0,18.8,.479,1.9,5.9,,7.0,12.8,.549,.531,3.8,5.2,.731,0.8,5.9,6.7,11.8,2.5,0.1,6.2,4.4,23.7,111.1,106.8,
Donte DiVincenzo,FR,G,9,1,74,4.8,16.9,.286,2.4,13.7,,2.4,3.2,.750,.357,0.0,0.0,,8.0,4.8,12.9,3.2,3.2,0.0,5.6,8.0,12.0,82.2,95.8,
Donte DiVincenzo,FR,G,36,1,919,7.2,15.5,.466,2.8,7.6,,4.4,7.9,.563,.556,3.8,5.5,.699,2.5,6.6,9.1,4.0,2.2,0.7,3.4,3.8,21.1,114.8,97.9,
Donte DiVincenzo,SO,G,40,10,1170,9.2,19.0,.481,4.1,10.3,,5.0,8.7,.575,.590,3.7,5.2,.710,2.2,7.0,9.3,6.8,2.0,0.4,3.8,4.0,26.2,121.3,101.3,
Moussa Diabaté,FR,F,32,26,796,8.7,16.1,.542,0.2,1.0,,8.5,15.0,.564,.549,3.9,6.3,.619,5.7,8.6,14.2,1.9,0.8,2.1,3.5,6.4,21.5,110.9,104.1,
Gradey Dick,FR,G,36,36,1177,8.4,19.1,.442,4.0,10.0,,4.4,9.1,.484,.547,3.7,4.3,.854,1.9,7.0,9.0,2.9,2.5,0.4,2.2,3.7,24.6,117.2,98.5,
Hunter Dickinson,FR,C,28,23,727,12.7,21.2,.598,0.0,0.3,,12.7,20.9,.607,.598,6.7,9.0,.739,4.9,11.8,16.7,2.0,0.7,3.2,5.2,5.8,32.0,113.8,93.7,"AA-2,AP-AA-2,NABC-AA-2,SN-AA-2,USBWA-AA-2,W-AA-1"
Hunter Dickinson,SO,C,32,32,1034,13.8,24.4,.563,1.2,3.7,,12.6,20.8,.605,.588,5.3,6.7,.802,4.3,11.4,15.7,4.2,0.9,2.8,3.7,5.0,34.1,122.2,101.4,
Hunter Dickinson,JR,C,34,34,1112,13.0,23.3,.560,1.3,3.0,,11.7,20.2,.580,.587,6.2,8.6,.727,4.2,12.2,16.4,2.7,0.9,3.2,3.7,3.4,33.6,119.2,98.5,
Hunter Dickinson,SR,C,33,33,1063,13.5,24.5,.548,1.2,3.5,,12.2,21.1,.581,.573,3.7,5.9,.624,4.6,14.9,19.4,4.1,1.7,2.5,3.1,4.0,31.8,114.6,95.0,"AA-2,AP-AA-2,NABC-AA-3,SN-AA-2,USBWA-AA-2,W-AA-1"
Hunter Dickinson,SR,C,34,34,1025,13.6,25.9,.526,0.9,3.3,,12.7,22.7,.562,.543,5.2,6.9,.748,5.3,13.9,19.2,4.0,1.9,2.5,4.2,4.3,33.4,113.5,94.7,"AP-AA-3,USBWA-AA-3"
Rob Dillingham,FR,G,32,1,746,12.5,26.3,.475,4.6,10.5,,7.8,15.8,.495,.564,5.7,7.1,.796,0.6,6.2,6.8,9.0,2.4,0.1,4.6,6.1,35.3,118.0,109.8,
Luguentz Dort,FR,G,34,33,1072,8.9,22.1,.405,2.8,9.1,,6.2,13.1,.472,.467,7.5,10.6,.700,2.3,5.2,7.5,4.1,2.7,0.4,5.1,5.2,28.1,101.6,101.0,
Ayo Dosunmu,FR,G,32,32,1000,9.2,21.1,.435,2.8,8.0,,6.4,13.1,.485,.501,3.7,5.4,.695,1.3,5.9,7.2,5.9,2.3,0.5,4.1,3.6,24.9,104.4,106.5,
Ayo Dosunmu,SO,G,30,30,1006,11.5,23.9,.484,1.7,5.8,,9.8,18.1,.544,.520,4.5,6.0,.755,1.1,6.6,7.7,5.9,1.5,0.4,4.8,2.9,29.3,108.2,99.3,
Ayo Dosunmu,JR,G,28,28,984,12.0,24.5,.488,1.8,4.7,,10.2,19.9,.511,.526,6.4,8.2,.783,1.8,8.3,10.1,8.4,1.8,0.3,5.3,3.3,32.2,112.9,96.8,"AA-1,AP-AA-1,NABC-AA-1,SN-AA-1,USBWA-AA-1,W-AA-1"
Andre Drummond,FR,C,34,30,967,10.1,18.8,.538,0.0,0.1,,10.1,18.7,.541,.538,1.7,5.7,.295,7.4,9.2,16.6,1.0,1.8,5.9,3.4,4.8,21.9,103.1,97.3,
Kris Dunn,FR,G,25,18,680,4.4,11.0,.398,0.4,1.3,,4.0,9.8,.413,.415,3.6,5.2,.690,3.7,7.1,10.7,7.1,2.6,0.6,4.2,6.9,12.7,98.4,98.1,
Kris Dunn,SO,G,4,0,106,3.5,11.1,.316,0.0,1.2,,3.5,9.9,.353,.316,1.7,1.7,1.000,0.6,5.2,5.8,11.6,4.1,0.6,8.1,5.2,8.7,71.5,102.7,
Kris Dunn,SO,G,33,33,1123,10.0,21.2,.474,1.5,4.2,,8.6,17.0,.505,.509,6.4,9.3,.686,1.5,8.2,9.8,13.4,4.9,0.5,7.5,5.5,27.9,105.3,94.2,
Kris Dunn,JR,G,33,32,1088,9.7,21.6,.448,2.2,6.0,,7.5,15.7,.477,.499,7.0,10.0,.695,1.9,7.4,9.3,10.8,4.3,1.1,6.1,4.9,28.5,106.1,95.0,"AA-2,AP-AA-2,NABC-AA-2,SN-AA-2,USBWA-AA-2,W-AA-1"
Ryan Dunn,FR,G,31,0,401,5.3,9.9,.532,0.8,2.6,,4.5,7.3,.609,.573,1.8,3.5,.500,3.0,11.5,14.5,1.4,2.1,5.3,2.2,6.5,13.1,105.6,90.7,
Ryan Dunn,SO,G,34,34,935,8.0,14.5,.548,0.5,2.4,,7.5,12.1,.618,.565,2.9,5.4,.532,5.3,11.1,16.4,1.8,3.1,5.4,2.0,4.9,19.3,114.5,89.3,
Jalen Duren,FR,C,29,29,733,10.8,18.1,.597,0.0,0.1,,10.8,18.1,.600,.597,5.0,8.0,.625,6.6,11.5,18.1,2.8,1.8,4.7,5.0,6.1,26.7,112.6,91.9,
Egor Dëmin,FR,G,33,33,908,8.2,19.8,.412,2.7,10.0,,5.4,9.8,.553,.480,3.7,5.3,.695,0.6,7.6,8.3,11.6,2.5,0.8,6.3,2.7,22.7,103.9,105.6,
Tari Eason,FR,F,23,8,451,8.3,18.0,.462,0.9,3.6,,7.5,14.4,.517,.486,3.4,5.8,.574,6.5,10.4,16.9,3.7,3.4,3.6,6.2,7.5,20.9,91.9,94.2,
Tari Eason,SO,F,33,4,806,13.4,25.7,.521,2.0,5.5,,11.4,20.2,.564,.559,10.6,13.3,.803,5.3,10.1,15.4,2.3,4.5,2.5,5.1,6.4,39.4,119.2,83.2,
Zach Edey,FR,C,28,2,411,13.0,21.8,.597,0.0,0.0,,13.0,21.8,.597,.597,9.5,13.3,.714,7.0,11.1,18.1,1.5,0.6,4.4,5.6,9.4,35.5,115.9,96.4,
Zach Edey,SO,C,37,33,703,17.9,27.6,.648,0.0,0.0,,17.9,27.6,.648,.648,9.6,14.8,.649,10.0,14.3,24.3,3.8,0.8,3.9,5.5,6.3,45.5,126.9,96.8,
Zach Edey,JR,C,34,34,1077,16.8,27.7,.607,0.0,0.0,,16.8,27.7,.607,.607,10.2,13.9,.734,10.8,14.6,25.3,3.0,0.5,4.2,4.5,3.2,43.8,130.2,93.6,"AP POY-1,WA-1,AA-1,AP-AA-1,NABC-AA-1,SN-AA-1,USBWA-AA-1,W-AA-1,NA-1"
Zach Edey,SR,C,39,39,1248,15.8,25.3,.623,0.0,0.1,,15.7,25.2,.624,.624,14.6,20.5,.711,8.5,13.8,22.3,3.7,0.5,3.9,4.2,3.6,46.2,135.0,97.2,"AP POY-1,WA-1,AA-1,AP-AA-1,NABC-AA-1,SN-AA-1,USBWA-AA-1,W-AA-1,NA-1"
VJ Edgecombe,FR,G,33,33,1080,9.3,21.4,.436,2.9,8.6,,6.4,12.8,.500,.504,6.2,8.0,.782,3.8,6.6,10.4,6.0,3.8,1.1,3.6,4.7,27.9,119.1,102.5,
Keon Ellis,JR,G,32,7,560,5.7,11.4,.504,2.0,5.2,,3.7,6.2,.600,.592,3.3,4.5,.723,2.8,9.6,12.3,3.3,3.3,1.3,3.3,6.2,16.7,115.6,90.3,
Keon Ellis,SR,G,33,33,1021,6.5,14.9,.439,3.6,9.8,,2.9,5.1,.579,.559,4.8,5.4,.881,3.3,7.4,10.8,3.2,3.4,1.0,2.8,4.7,21.4,125.1,102.1,
Joel Embiid,FR,C,28,20,647,9.6,15.4,.626,0.1,0.5,,9.6,15.0,.639,.629,8.8,12.9,.685,5.9,14.6,20.5,3.4,2.3,6.5,5.9,8.5,28.2,116.6,90.9,
Tyson Etienne,FR,G,31,17,763,6.3,16.8,.376,4.6,11.9,,1.7,4.9,.348,.513,4.5,5.6,.800,0.9,3.9,4.8,3.2,2.7,0.2,1.9,4.5,21.7,116.7,93.5,
Tyson Etienne,SO,G,22,22,744,8.2,22.2,.371,5.1,13.0,,3.1,9.2,.342,.486,6.6,8.7,.757,1.0,4.8,5.8,4.3,1.6,0.2,2.0,2.7,28.1,115.4,101.4,
Tyson Etienne,SO,G,27,26,926,8.5,23.6,.359,4.6,14.3,,3.8,9.3,.411,.458,4.0,5.2,.768,0.8,4.2,5.0,3.5,2.0,0.1,3.4,3.9,25.6,100.9,102.4,
Drew Eubanks,FR,F,32,30,685,8.6,14.8,.580,0.0,0.0,,8.6,14.8,.580,.580,3.4,5.4,.635,3.8,8.6,12.5,1.1,1.2,3.3,3.6,7.8,20.7,107.3,102.1,
Drew Eubanks,SO,F,32,32,1027,10.6,18.0,.587,0.0,0.0,,10.6,18.0,.587,.587,5.8,8.1,.712,4.7,10.7,15.5,2.3,1.2,4.0,5.6,5.3,26.9,106.9,104.3,
Drew Eubanks,JR,F,32,32,1003,9.7,15.6,.624,0.0,0.0,,9.7,15.6,.624,.624,5.6,7.9,.701,3.5,9.4,12.9,2.1,0.9,3.3,3.3,5.1,25.0,120.7,102.6,
Tosan Evbuomwan,FR,F,26,19,371,6.6,12.5,.526,0.6,2.4,,5.9,10.1,.587,.551,2.6,5.0,.516,1.1,6.6,7.7,3.7,2.1,1.4,4.3,5.6,16.4,95.4,103.0,
Tosan Evbuomwan,JR,F,28,27,839,12.8,23.6,.541,0.1,1.2,,12.6,22.4,.563,.544,5.5,9.7,.564,4.8,8.2,13.0,9.8,2.8,0.6,4.9,5.3,31.1,116.1,99.1,
Tosan Evbuomwan,SR,F,32,32,1003,10.8,21.0,.515,0.6,2.0,,10.2,19.0,.535,.530,5.6,8.5,.655,3.1,8.5,11.6,9.0,1.4,1.0,5.4,4.2,27.8,111.1,99.1,
Jeremiah Fears,FR,G,34,31,1027,10.0,23.1,.434,2.1,7.5,,7.9,15.7,.505,.480,10.2,12.0,.851,1.4,6.5,7.9,7.8,3.1,0.2,6.5,3.6,32.4,108.2,107.5,
Kyle Filipowski,FR,C,36,36,1047,11.0,25.0,.441,2.0,7.2,,9.0,17.8,.505,.481,7.6,9.9,.765,5.2,13.6,18.8,3.3,2.7,1.5,5.2,5.4,31.7,107.5,91.7,
Kyle Filipowski,SO,C,36,36,1095,12.0,23.7,.505,2.1,6.1,,9.9,17.6,.559,.549,6.1,9.1,.671,4.4,11.9,16.2,5.4,2.2,2.9,4.1,5.9,32.2,117.3,94.5,"AA-2,AP-AA-2,NABC-AA-2,SN-AA-3,USBWA-AA-2,W-AA-1"
Cooper Flagg,FR,F,37,37,1135,12.6,26.3,.481,2.8,7.1,,9.9,19.2,.517,.533,9.5,11.3,.840,2.6,12.1,14.7,8.3,2.8,2.6,4.1,3.7,37.5,126.3,89.5,"AP POY-1,WA-1,AA-1,AP-AA-1,NABC-AA-1,SN-AA-1,USBWA-AA-1,W-AA-1,NA-1"
Rasheer Fleming,FR,F,31,18,637,5.8,13.6,.427,2.0,6.7,,3.8,6.9,.553,.500,2.6,3.8,.690,5.2,8.9,14.1,1.7,2.3,2.4,3.0,6.4,16.2,106.6,101.2,
Rasheer Fleming,SO,F,35,35,937,8.8,16.6,.528,2.1,6.5,,6.7,10.1,.660,.592,3.7,6.1,.612,5.5,10.7,16.2,1.7,1.8,3.4,2.1,5.7,23.4,123.6,99.3,
Rasheer Fleming,JR,F,35,35,1094,10.1,18.9,.531,3.3,8.5,,6.7,10.4,.646,.619,4.0,5.4,.743,3.9,12.1,16.0,2.4,2.6,2.9,2.9,4.8,27.4,123.9,95.0,
De'Aaron Fox,FR,G,36,34,1064,10.8,22.6,.479,0.9,3.5,,10.0,19.1,.521,.498,7.9,10.7,.736,1.1,6.2,7.2,8.3,2.7,0.4,4.4,4.6,30.4,113.6,96.9,
Enrique Freeman,FR,F,7,0,13,4.4,4.4,1.000,0.0,0.0,,4.4,4.4,1.000,1.000,13.1,17.4,.750,4.4,13.1,17.4,0.0,0.0,4.4,0.0,4.4,21.8,195.0,90.8,
Enrique Freeman,SO,F,23,20,514,8.5,11.5,.740,0.0,0.0,,8.5,11.5,.740,.740,3.0,4.5,.659,7.2,16.2,23.4,0.8,1.3,4.9,3.8,6.4,20.1,126.3,92.5,
Enrique Freeman,SO,F,34,34,978,11.2,16.8,.665,0.0,0.2,,11.2,16.6,.673,.665,6.4,9.8,.649,7.1,16.3,23.4,2.9,1.0,2.5,4.1,6.4,28.7,127.4,92.3,
Enrique Freeman,JR,F,33,33,1029,12.7,20.7,.616,0.1,0.2,,12.7,20.5,.619,.618,6.6,10.7,.616,6.1,15.3,21.4,3.6,1.2,2.4,4.1,4.2,32.1,122.3,94.6,
Enrique Freeman,SR,F,35,35,1138,12.2,21.0,.584,1.1,2.8,,11.2,18.1,.617,.609,8.7,12.0,.728,6.6,17.2,23.8,3.0,1.5,3.2,4.6,5.2,34.3,124.1,91.1,
Johnny Furphy,FR,G,33,19,795,6.9,14.8,.466,3.2,9.0,,3.7,5.8,.642,.573,4.5,5.8,.765,3.1,8.6,11.7,2.4,2.1,0.8,2.0,5.0,21.5,120.5,100.7,
Daniel Gafford,FR,F,35,26,790,11.6,19.2,.605,0.0,0.0,,11.6,19.2,.605,.605,6.0,11.4,.528,5.5,9.9,15.4,1.7,1.3,5.4,2.6,8.1,29.3,120.2,100.7,
Daniel Gafford,SO,F,32,32,919,13.0,19.7,.660,0.0,0.0,,13.0,19.7,.660,.660,6.9,11.7,.591,5.5,11.3,16.8,1.4,1.8,3.9,4.6,5.3,32.9,116.3,95.7,
Myron Gardner,FR,F,8,0,83,5.4,14.8,.364,0.0,2.0,,5.4,12.8,.421,.364,6.1,7.4,.818,5.4,10.1,15.5,3.4,0.0,2.7,4.7,6.7,16.8,94.6,104.8,
Myron Gardner,JR,F,16,15,489,6.9,16.5,.416,2.0,5.3,,4.8,11.2,.430,.478,3.6,5.1,.714,2.6,9.0,11.7,4.4,1.9,0.5,4.3,6.5,19.4,96.9,105.4,
Myron Gardner,SR,F,30,28,929,7.5,17.7,.423,2.2,6.1,,5.3,11.6,.459,.485,6.2,8.2,.755,3.8,12.3,16.2,6.4,2.2,0.9,4.7,5.6,23.4,107.6,103.9,
Darius Garland,FR,G,5,5,139,12.1,22.6,.537,4.6,9.6,,7.5,13.0,.581,.639,5.0,6.7,.750,0.8,7.1,7.9,5.4,1.7,0.8,6.3,2.9,33.8,112.0,106.3,
Luka Garza,FR,F,33,26,715,11.5,20.7,.557,1.3,3.6,,10.2,17.0,.602,.588,7.3,10.6,.681,6.2,10.4,16.6,2.8,0.9,2.5,2.8,6.3,31.5,126.6,108.8,
Luka Garza,SO,F,32,30,759,11.7,22.1,.531,1.6,5.4,,10.1,16.7,.608,.566,6.5,8.0,.804,4.4,6.4,10.8,2.1,0.8,1.3,3.2,5.6,31.5,119.9,107.8,
Luka Garza,JR,F,31,31,991,16.4,30.3,.542,2.2,6.2,,14.2,24.1,.589,.578,7.3,11.2,.651,6.4,11.1,17.4,2.1,1.5,3.1,3.3,4.5,42.3,120.3,99.5,"AA-1,AP-AA-1,NABC-AA-1,SN-AA-1,USBWA-AA-1,W-AA-1"
Luka Garza,SR,F,31,31,975,16.2,29.4,.553,2.5,5.8,,13.7,23.6,.581,.596,8.2,11.5,.709,5.4,10.3,15.7,3.1,1.2,2.9,2.7,4.0,43.2,127.3,100.5,"AP POY-1,WA-1,AA-1,AP-AA-1,NABC-AA-1,SN-AA-1,USBWA-AA-1,W-AA-1,NA-1"
Keyonte George,FR,G,33,33,944,9.7,25.8,.376,4.8,14.3,,4.9,11.5,.424,.470,7.4,9.4,.793,2.1,6.5,8.6,5.7,2.3,0.4,5.9,4.4,31.6,105.1,104.9,
Kyshawn George,FR,G,31,16,713,6.5,15.2,.426,4.3,10.4,,2.2,4.8,.467,.566,1.7,2.2,.778,1.1,6.4,7.5,5.4,2.2,0.9,3.9,4.4,18.9,108.2,106.9,
Paul George,SO,F,29,29,962,9.6,22.6,.424,3.7,10.4,,5.9,12.2,.485,.506,7.5,8.2,.909,3.4,9.6,13.1,5.5,4.0,1.5,5.8,5.2,30.3,107.6,94.9,
Anthony Gill,FR,F,31,26,784,7.1,15.6,.453,0.9,2.3,,6.2,13.3,.463,.482,4.3,6.7,.646,4.9,7.1,12.0,2.9,1.4,0.8,4.1,6.5,19.4,103.0,107.7,
Anthony Gill,SO,F,37,6,732,10.0,17.1,.587,0.0,0.0,,10.0,17.1,.587,.587,8.7,13.8,.627,4.4,8.9,13.4,1.4,1.0,1.8,3.7,7.0,28.7,116.7,93.0,
Anthony Gill,JR,F,34,30,859,11.3,19.4,.582,0.0,0.1,,11.3,19.3,.584,.582,8.8,13.0,.677,8.1,9.4,17.5,2.3,2.3,1.3,3.1,5.9,31.4,127.3,86.7,
Anthony Gill,SR,F,37,37,1037,11.8,20.4,.580,0.1,0.1,,11.7,20.3,.577,.583,8.1,10.8,.746,5.0,9.2,14.2,1.8,1.5,1.3,2.6,5.3,31.9,126.8,97.8,
Collin Gillespie,FR,G,32,1,460,5.2,11.5,.452,3.5,8.8,,1.7,2.7,.636,.602,3.0,3.7,.800,0.5,4.7,5.2,4.2,2.4,0.2,1.7,5.7,16.9,129.4,102.4,
Collin Gillespie,SO,G,35,35,1030,6.8,16.7,.409,4.4,11.6,,2.4,5.0,.476,.541,4.7,5.6,.839,0.7,4.2,5.0,5.8,2.3,0.1,3.1,5.6,22.7,118.5,105.6,
Collin Gillespie,JR,G,31,31,1058,8.7,21.4,.406,3.9,11.0,,4.8,10.4,.457,.497,5.0,6.1,.817,0.3,6.0,6.4,7.7,2.1,0.1,3.4,3.9,26.2,111.6,100.0,
Collin Gillespie,SR,G,20,20,667,8.1,19.0,.428,3.7,10.0,,4.4,9.0,.485,.526,5.5,6.6,.833,1.1,4.8,5.9,8.4,1.7,0.0,2.9,2.8,25.5,121.3,104.4,"NABC-AA-3,USBWA-AA-3"
Collin Gillespie,SR,G,38,38,1301,9.1,20.9,.434,5.5,13.2,,3.6,7.8,.466,.565,5.1,5.6,.905,0.8,6.2,7.0,5.9,1.9,0.0,3.0,3.5,28.7,124.8,101.9,"AP-AA-3,NABC-AA-3,SN-AA-3,USBWA-AA-3"
Vladislav Goldin,FR,F,10,0,47,7.6,21.6,.353,0.0,0.0,,7.6,21.6,.353,.353,8.9,8.9,1.000,2.5,10.1,12.7,2.5,2.5,1.3,1.3,8.9,24.1,110.8,90.7,
Vladislav Goldin,SO,F,34,33,600,9.5,17.2,.554,0.0,0.0,,9.5,17.2,.554,.554,3.4,5.7,.593,6.6,9.4,16.0,1.1,1.3,3.8,4.2,8.1,22.4,107.1,96.7,
Vladislav Goldin,JR,F,39,39,817,11.3,18.1,.625,0.0,0.0,,11.3,18.1,.625,.625,5.8,9.8,.591,6.9,11.3,18.2,1.2,1.0,3.4,3.6,6.9,28.4,120.9,92.4,
Vladislav Goldin,SR,F,34,34,850,13.9,20.6,.673,0.0,0.0,,13.9,20.6,.673,.673,8.6,12.9,.663,5.7,10.3,16.0,1.7,1.2,3.8,3.7,5.2,36.4,130.3,102.1,
Vladislav Goldin,SR,F,37,37,1019,12.3,20.3,.607,0.6,1.8,,11.7,18.5,.634,.622,8.9,12.2,.731,4.8,9.6,14.4,2.2,1.1,2.8,4.8,4.1,34.1,121.5,100.0,
Jordan Goodwin,FR,G,26,26,868,7.7,20.6,.372,1.4,5.8,,6.3,14.9,.426,.405,4.6,6.7,.691,4.8,9.0,13.9,7.3,3.7,1.1,4.0,5.0,21.4,101.5,96.7,
Jordan Goodwin,SO,G,36,35,1230,6.8,16.8,.403,1.2,4.6,,5.6,12.2,.456,.439,3.5,6.8,.511,6.2,6.9,13.1,6.0,3.2,0.5,4.3,4.7,18.3,99.0,95.1,
Jordan Goodwin,JR,G,31,31,1113,10.0,21.1,.473,1.0,3.7,,8.9,17.4,.514,.498,4.0,7.5,.538,5.4,11.4,16.8,5.1,3.3,0.4,5.0,4.6,25.0,101.8,90.3,
Jordan Goodwin,SR,G,21,21,696,9.5,22.2,.430,1.8,5.9,,7.7,16.3,.472,.472,4.5,7.0,.643,4.6,13.1,17.7,6.8,3.6,0.3,4.9,3.1,25.4,104.7,90.9,
Aaron Gordon,FR,F,38,38,1187,9.9,20.1,.495,0.8,2.4,,9.1,17.7,.513,.516,4.0,9.5,.422,5.4,10.6,15.9,3.9,1.8,2.1,2.9,4.7,24.7,108.9,88.6,SN-AA-3
Jerami Grant,FR,F,40,9,572,5.8,12.5,.462,0.6,1.6,,5.1,10.9,.471,.487,4.4,7.8,.562,4.9,7.7,12.7,1.9,1.8,1.9,2.8,5.8,16.6,107.1,92.2,
Jerami Grant,SO,F,32,20,1005,8.8,17.6,.496,0.0,0.3,,8.8,17.3,.506,.496,7.9,11.7,.674,5.1,9.2,14.3,2.9,1.7,1.2,2.4,4.9,25.4,120.4,98.7,
AJ Green,FR,G,34,34,1017,11.0,26.8,.410,4.2,12.2,,6.8,14.6,.461,.489,4.2,4.8,.864,0.8,5.4,6.2,4.6,1.3,0.1,5.6,4.1,30.4,95.9,103.7,
AJ Green,SO,G,31,31,1080,11.5,27.6,.416,5.1,13.1,,6.4,14.5,.440,.509,6.2,6.8,.917,0.4,4.8,5.2,5.2,1.2,0.0,5.1,2.6,34.3,109.6,102.1,
AJ Green,JR,G,3,3,109,13.9,29.8,.464,5.9,14.4,,8.0,15.5,.517,.563,2.1,3.2,.667,1.6,7.5,9.1,4.3,2.1,1.1,5.9,3.2,35.7,100.4,102.6,
AJ Green,SR,G,31,31,1129,9.2,22.4,.410,4.9,12.6,,4.3,9.8,.439,.519,7.3,8.0,.915,0.4,5.6,6.0,4.0,1.4,0.1,3.6,2.7,30.6,112.4,107.1,
Draymond Green,SO,F,37,3,945,8.9,17.0,.525,0.1,1.0,,8.8,16.0,.550,.528,5.5,8.2,.672,5.2,13.2,18.4,7.2,2.9,2.2,4.0,7.1,23.5,117.6,89.7,
Draymond Green,JR,F,34,28,1023,8.7,20.5,.426,2.2,6.0,,6.5,14.5,.451,.480,5.7,8.4,.683,5.0,12.4,17.4,8.4,3.6,2.3,4.7,6.8,25.4,110.1,92.5,
Draymond Green,SR,F,37,36,1229,10.6,23.6,.449,2.6,6.7,,8.0,16.9,.473,.504,6.3,8.7,.723,4.0,15.8,19.7,7.1,2.7,1.8,5.6,5.3,30.1,109.6,83.6,AA-1
